,OlfN,TotalN,Tokens,OAI,OSI
real_JJ,14,84721,['real_JJ'],-12.563077075699885,10.345405246717796
sulfur_NN,16,1662,['sulfur_NN'],-6.698704666770344,10.1527601687754
maybe_RB,10,27391,['maybe_RB'],-11.419486222071036,10.830832073888038
breathe_VB,11,5429,"['breathe_VBP', 'breathe_VBG', 'breathe_VB', 'breathe_VBD', 'breathe_VBZ', 'breathe_VBN']",-8.947039149891987,10.693328550138101
mother_NN,11,56171,"['mother_NN', 'mother_NNS']",-12.318106248040868,10.693328550138101
movement_NN,12,49997,"['movement_NN', 'movement_NNS']",-12.024591409416248,10.567797668054244
tactile_JJ,33,779,['tactile_JJ'],-4.561085398703216,9.108366049416945
locate_VB,12,55624,"['locate_VB', 'locate_VBN', 'locate_VBP']",-12.178457373470932,10.567797668054244
mild_JJ,8,6236,"['mild_JJR', 'mild_JJ']",-9.606405212697785,11.1527601687754
sleep_VB,8,14705,"['sleep_VB', 'sleep_VBG', 'sleep_VBD']",-10.844019163774426,11.1527601687754
gasoline_NN,13,4151,['gasoline_NN'],-8.318803498462515,10.452320450634307
everywhere_RB,10,9614,['everywhere_RB'],-9.908992993250534,10.830832073888038
entice_VB,8,573,['entice_VBG'],-6.162391328756905,11.1527601687754
marijuana_NN,24,5103,"['marijuana_NN', 'marijuana_NNS']",-7.732167425663385,9.567797668054244
sewer_NN,14,3120,"['sewer_NN', 'sewer_NNS']",-7.799975391692007,10.345405246717796
decrease_VB,9,11979,"['decrease_VBN', 'decrease_VBD', 'decrease_VBZ']",-10.378294855911891,10.982835167333088
car_NN,19,51612,"['car_NN', 'car_NNS']",-11.40749140322222,9.904832655331814
corpse_NN,8,1325,['corpse_NN'],-7.371776644337924,11.1527601687754
father_NN,8,33449,['father_NN'],-12.029675459874893,11.1527601687754
putrid_JJ,10,108,['putrid_JJ'],-3.4329594072761065,10.830832073888038
object_NN,21,62205,"['object_NNS', 'object_NN']",-11.53242550473572,9.76044274599664
base_VB,8,152059,"['base_VBN', 'base_VBG']",-14.214271682920664,11.1527601687754
drug_NN,8,82374,"['drug_NN', 'drug_NNS']",-13.329901425815233,11.1527601687754
sweat_NN,20,1675,['sweat_NN'],-6.388017285345135,9.830832073888038
happen_VB,8,64350,"['happen_VBD', 'happen_VBZ', 'happen_VB', 'happen_VBP', 'happen_VBN']",-12.973652527995426,11.1527601687754
dark_JJ,20,20886,['dark_JJ'],-10.028320504557476,9.830832073888038
neighbor_NN,8,14752,"['neighbor_NN', 'neighbor_NNS']",-10.848622940429339,11.1527601687754
imagine_VB,8,15981,"['imagine_VBP', 'imagine_VB', 'imagine_VBG']",-10.964070066282305,11.1527601687754
scene_NN,8,27086,"['scene_NN', 'scene_NNS']",-11.725259734837234,11.1527601687754
earthy_JJ,11,475,['earthy_JJ'],-5.432352084581013,10.693328550138101
word_NN,9,101429,"['word_NNS', 'word_NN']",-13.460185671435875,10.982835167333088
agreeable_JJ,21,1071,['agreeable_JJ'],-5.672425341971495,9.76044274599664
door_NN,8,35031,"['door_NN', 'door_NNS']",-12.096344551658852,11.1527601687754
extremely_RB,8,27352,['extremely_RB'],-11.739358707433395,11.1527601687754
difference_NN,8,71743,"['difference_NN', 'difference_NNS']",-13.130550453735742,11.1527601687754
cinnamon_NN,9,420,['cinnamon_NN'],-5.54432051622381,10.982835167333088
cheap_JJ,9,11362,"['cheap_JJ', 'cheap_JJS']",-10.302004186199378,10.982835167333088
intoxicate_VB,10,542,"['intoxicate_VBN', 'intoxicate_VBG']",-5.760220946466509,10.830832073888038
ripe_JJ,8,1734,['ripe_JJ'],-7.759888183221835,11.1527601687754
allow_VB,9,198108,"['allow_VBP', 'allow_VB', 'allow_VBN', 'allow_VBZ', 'allow_VBG']",-14.426002613329361,10.982835167333088
faintly_RB,8,422,['faintly_RB'],-5.721099188707185,11.1527601687754
laundry_NN,9,4933,['laundry_NN'],-9.09832457055218,10.982835167333088
drift_VB,9,2361,"['drift_VBZ', 'drift_VBD', 'drift_VBN', 'drift_VBG']",-8.03525732478633,10.982835167333088
contact_NN,9,64170,"['contact_NNS', 'contact_NN']",-12.79968636133125,10.982835167333088
jasmine_NN,8,266,"['jasmine_NN', 'jasmine_NNP']",-5.05528243550119,11.1527601687754
god_NN,8,40993,"['god_NNP', 'god_NN']",-12.323089954463521,11.1527601687754
liquor_NN,8,2385,['liquor_NN'],-8.219773550892874,11.1527601687754
walk_VB,10,37963,"['walk_VBD', 'walk_VBG', 'walk_VB', 'walk_VBP']",-11.890378289510735,10.830832073888038
discharge_VB,14,8338,"['discharge_VBP', 'discharge_VB']",-9.218130734750785,10.345405246717796
officer_NN,28,68505,"['officer_NNP', 'officer_NN', 'officer_NNS']",-11.256566747929268,9.345405246717796
quigley_NN,8,309,['quigley_NNP'],-5.271463027904375,11.1527601687754
tongue_NN,14,4753,"['tongue_NN', 'tongue_NNS']",-8.407267764244732,10.345405246717796
receive_VB,9,103003,"['receive_VBG', 'receive_VB', 'receive_VBZ', 'receive_VBP']",-13.482401830034968,10.982835167333088
impression_NN,11,10339,"['impression_NNS', 'impression_NN']",-9.876377414185097,10.693328550138101
re_NN,12,1765,['re_NN'],-7.200489967437386,10.567797668054244
cognizable_JJ,9,163,['cognizable_JJ'],-4.178803152788765,10.982835167333088
anhydrous_JJ,13,383,['anhydrous_JJ'],-4.880760863783864,10.452320450634307
