Unnamed: 0,OlfN_x,TotalN_x,Tokens_x,OAI_x,OSI_x,OlfN_y,TotalN_y,Tokens_y,OAI_y,OSI_y
familiar_JJ,195,19577,['familiar_JJ'],-6.649541768,11.14491965,14,19577,['familiar_JJ'],-10.44951716,10.34540525
skin_NN,214,21649,"['skin_NN', 'skin_NNS']",-6.6605457789999996,11.01078298,26,20393,['skin_NN'],-9.615346686,9.452320451
cool_JJ,131,13272,"['cool_JJ', 'cool_JJR', 'cool_JJS']",-6.662675169,11.71882696,11,12873,"['cool_JJ', 'cool_JJR']",-10.19262907,10.69332855
nice_JJ,201,20786,"['nice_JJ', 'nice_JJR', 'nice_JJS']",-6.692272845,11.10119827,20,20453,"['nice_JJR', 'nice_JJ']",-9.998096755,9.830832074
anything_NN,506,52768,['anything_NN'],-6.704382109,9.769256387,41,52768,['anything_NN'],-10.32982368,8.795208164
love_VB,350,36695,"['love_VBN', 'love_VBP', 'love_VBD', 'love_VBZ', 'love_VB', 'love_VBG']",-6.712084765,10.30103885,41,36290,"['love_VBP', 'love_VBD', 'love_VB', 'love_VBZ', 'love_VBN']",-9.789732432000001,8.795208164
could_MD,3137,353052,['could_MD'],-6.81435135,7.137080148,227,353052,['could_MD'],-10.60297268,6.326211681
finger_NN,90,10143,"['finger_NNS', 'finger_NN']",-6.816343705,12.26039687,9,10143,"['finger_NNS', 'finger_NN']",-10.1382718,10.98283517
taste_NN,92,10719,"['taste_NN', 'taste_NNS']",-6.8643207429999995,12.22868801,427,10719,"['taste_NN', 'taste_NNS']",-4.64979044,5.414667908999999
almost_RB,606,72588,['almost_RB'],-6.904269462999999,9.509075978,42,72588,['almost_RB'],-10.75512602,8.760442746
heavy_JJ,194,23971,"['heavy_JJ', 'heavy_JJR', 'heavy_JJS']",-6.949089633,11.15233712,27,23377,"['heavy_JJ', 'heavy_JJR']",-9.757914676,9.397872667
hot_JJ,186,23908,"['hot_JJ', 'hot_JJS']",-7.006047016,11.21309115,37,22790,['hot_JJ'],-9.266659939,8.943306802999999
loss_NN,447,57790,"['loss_NN', 'loss_NNS']",-7.014401228,9.948118941,26,45988,['loss_NN'],-10.78853012,9.452320451
