,Unnamed: 0,OlfN_x,TotalN_x,Tokens_x,OAI_x,OSI_x,OlfN_y,TotalN_y,Tokens_y,OAI_y,OSI_y
21,unpleasant_JJ,32,3193,['unpleasant_JJ'],-6.640696837999999,9.152760169,64,3193,['unpleasant_JJ'],-5.640696837999999,9.530314885
22,touch_VB,129,12904,"['touch_VBP', 'touch_VBN', 'touch_VBG', 'touch_VBD', 'touch_VB']",-6.6443034679999995,7.141532913,113,12917,"['touch_VBD', 'touch_VB', 'touch_VBG', 'touch_VBP', 'touch_VBN']",-6.836804457,8.710135923
23,linger_VB,19,1959,"['linger_VBD', 'linger_VBG', 'linger_VBZ', 'linger_VBP']",-6.687974168999999,9.904832655,10,1569,"['linger_VBP', 'linger_VBG', 'linger_VBZ']",-7.293701542000001,12.20838679
24,nose_NN,68,7260,"['nose_NN', 'nose_NNS']",-6.7382909920000005,8.065297328,30,6480,['nose_NN'],-7.754887502000001,10.62342429
25,delicious_JJ,23,2578,['delicious_JJ'],-6.8084745920000005,9.629198212999999,64,2578,['delicious_JJ'],-5.3320365480000005,9.530314885
26,awful_JJ,25,2887,['awful_JJ'],-6.851499202,9.508903979,22,2887,['awful_JJ'],-7.035923774,11.07088327
27,pleasant_JJ,50,6219,['pleasant_JJ'],-6.9586107120000005,8.508903979,48,6219,['pleasant_JJ'],-7.017504401,9.945352385
28,sound_VB,122,16462,"['sound_VBZ', 'sound_VB', 'sound_VBD']",-7.076114663999999,7.222022831,78,14048,"['sound_VBZ', 'sound_VB']",-7.492674911,9.244912667000001
29,sensation_NN,38,5193,"['sensation_NNS', 'sensation_NN']",-7.094424997000001,8.904832655,81,5199,"['sensation_NN', 'sensation_NNS']",-6.004168437000001,9.190464882999999
30,chlorine_NN,16,2251,['chlorine_NN'],-7.136350341,10.15276017,12,2398,"['chlorine_NN', 'chlorine_NNP']",-7.6426534429999995,11.94535238
31,horrible_JJ,23,3263,['horrible_JJ'],-7.148421316,9.629198212999999,33,3263,['horrible_JJ'],-6.627589153,10.48592077
32,nasty_JJ,16,2332,"['nasty_JJ', 'nasty_JJS']",-7.187352073,10.15276017,27,2393,"['nasty_JJ', 'nasty_JJR', 'nasty_JJS']",-6.469717179,10.77542738
33,re_NN,12,1765,['re_NN'],-7.200489967,10.56779767,9,1765,['re_NN'],-7.615527467000001,12.36038988
34,strawberry_NN,8,1214,"['strawberry_NN', 'strawberry_NNS']",-7.245552706000001,11.15276017,10,1213,"['strawberry_NNS', 'strawberry_NN']",-6.92243574,12.20838679
35,chocolate_NN,20,3238,['chocolate_NN'],-7.338959175,9.830832074,49,4083,"['chocolate_NN', 'chocolate_NNS', 'chocolate_NNP']",-6.3807040079999995,9.915605041000001
36,sound_NN,159,25912,"['sound_NNS', 'sound_NN']",-7.348449798,6.839877212999999,95,25934,"['sound_NN', 'sound_NNS']",-8.092701513,8.960459277
37,crisp_JJ,9,1540,['crisp_JJ'],-7.4187896339999995,10.98283517,10,1540,['crisp_JJ'],-7.266786541,12.20838679
38,fresh_JJ,91,17486,"['fresh_JJ', 'fresh_JJS', 'fresh_JJR']",-7.586118043,7.644965528999999,110,17486,"['fresh_JJ', 'fresh_JJS', 'fresh_JJR']",-7.31255297,8.748955172
39,coffee_NN,58,11732,"['coffee_NN', 'coffee_NNP']",-7.660180361,8.294779174,56,11980,"['coffee_NN', 'coffee_NNP', 'coffee_NNS']",-7.740985366,9.722959963
40,flesh_NN,18,3803,['flesh_NN'],-7.722997222,9.982835167000001,30,3803,['flesh_NN'],-6.986031627999999,10.62342429
41,sense_NN,287,61765,['sense_NN'],-7.749594999,5.987853242000001,119,61765,['sense_NN'],-9.019684162999999,8.635497122
42,cook_VB,16,3450,"['cook_VBN', 'cook_VBP', 'cook_VBD', 'cook_VBG']",-7.752380647000001,10.15276017,46,4841,"['cook_VBN', 'cook_VBD', 'cook_VBG', 'cook_VB', 'cook_VBP']",-6.717527423,10.00675293
43,sensory_JJ,13,2844,['sensory_JJ'],-7.773266031,10.45232045,9,2844,['sensory_JJ'],-8.303780748,12.36038988
44,cooking_NN,25,5490,['cooking_NN'],-7.778734244,9.508903979,35,5490,['cooking_NN'],-7.293307417,10.40103187
45,funny_JJ,25,5524,['funny_JJ'],-7.787641413999999,9.508903979,16,5524,['funny_JJ'],-8.431497604,11.53031489
46,spice_NN,8,1906,"['spice_NNS', 'spice_NN']",-7.896332404,11.15276017,16,1906,"['spice_NNS', 'spice_NN']",-6.896332404,11.53031489
47,cigar_NN,8,1917,"['cigar_NNS', 'cigar_NN']",-7.9046346220000006,11.15276017,8,1917,"['cigar_NNS', 'cigar_NN']",-7.9046346220000006,12.53031489
48,flavor_NN,24,6428,"['flavor_NN', 'flavor_NNS']",-8.065191712999999,9.567797667999999,101,6424,"['flavor_NNS', 'flavor_NN']",-5.991044695,8.872103402999999
49,hearing_NN,128,36209,"['hearing_NN', 'hearing_NNP']",-8.144060713,7.152760169,113,32738,['hearing_NN'],-8.178499606,8.710135923
50,salt_NN,31,8790,"['salt_NNS', 'salt_NN']",-8.14745114,9.198563858,252,11023,"['salt_NN', 'salt_NNP', 'salt_NNS']",-5.450949375,7.553034962000001
51,soup_NN,9,2595,['soup_NN'],-8.171593822,10.98283517,35,3440,"['soup_NNS', 'soup_NN', 'soup_NNP']",-6.618909832999999,10.40103187
52,cheese_NN,16,4757,"['cheese_NN', 'cheese_NNS', 'cheese_NNP']",-8.21583631,10.15276017,55,4757,"['cheese_NN', 'cheese_NNP', 'cheese_NNS']",-6.4344765960000005,9.748955172
53,liquor_NN,8,2385,['liquor_NN'],-8.219773551,11.15276017,8,2594,"['liquor_NNS', 'liquor_NN']",-8.340962764,12.53031489
54,beer_NN,19,5752,['beer_NN'],-8.241920447,9.904832655,75,7268,"['beer_NNS', 'beer_NN', 'beer_NNP']",-6.598524014,9.301496195
55,strange_JJ,35,10602,['strange_JJ'],-8.242765808,9.023477152,25,10602,['strange_JJ'],-8.728192635,10.8864587
56,bitter_JJ,12,3649,['bitter_JJ'],-8.248322935,10.56779767,222,3726,"['bitter_JJ', 'bitter_JJS']",-4.068996093,7.735899019
57,texture_NN,26,7943,"['texture_NN', 'texture_NNS']",-8.25502857,9.452320451,118,7943,"['texture_NN', 'texture_NNS']",-6.072825239,8.647671836
58,apple_NN,15,4808,"['apple_NNS', 'apple_NN', 'apple_NNPS']",-8.324330585,10.24586957,31,8741,"['apple_NN', 'apple_NNS', 'apple_NNP']",-8.139386313,10.57611858
59,tongue_NN,14,4753,"['tongue_NN', 'tongue_NNS']",-8.407267764,10.34540525,90,4753,"['tongue_NN', 'tongue_NNS']",-5.72276959,9.038461789
60,cigarette_NN,33,11437,"['cigarette_NN', 'cigarette_NNS']",-8.437026934,9.108366048999999,28,11454,"['cigarette_NN', 'cigarette_NNS', 'cigarette_NNPS']",-8.676208966,10.72295996
61,bread_NN,19,6750,"['bread_NN', 'bread_NNP', 'bread_NNS']",-8.472744273,9.904832655,33,6750,"['bread_NN', 'bread_NNP', 'bread_NNS']",-7.676277667000001,10.48592077
62,odd_JJ,14,5532,['odd_JJ'],-8.626230519,10.34540525,11,5532,['odd_JJ'],-8.974153823,12.07088327
63,bad_JJ,162,64529,"['bad_JJ', 'bad_JJR', 'bad_JJS']",-8.637810045,6.812910166,365,64526,"['bad_JJ', 'bad_JJS', 'bad_JJR']",-7.465840321,7.018562232000001
64,meat_NN,33,13755,"['meat_NNS', 'meat_NN']",-8.7032744,9.108366048999999,77,13760,"['meat_NN', 'meat_NNS']",-7.481406309,9.263528345
65,feel_NN,9,3805,['feel_NN'],-8.723755737000001,10.98283517,9,3805,['feel_NN'],-8.723755737000001,12.36038988
66,distinctive_JJ,13,5825,['distinctive_JJ'],-8.807602616,10.45232045,27,5825,['distinctive_JJ'],-7.753154832000001,10.77542738
67,disturbance_NN,11,5134,"['disturbance_NN', 'disturbance_NNS']",-8.866435962,10.69332855,9,5131,"['disturbance_NNS', 'disturbance_NN']",-9.155099309,12.36038988
68,fish_NN,58,27553,['fish_NN'],-8.891940794,8.294779174,48,27553,['fish_NN'],-9.164959288,9.945352385
69,chicken_NN,14,6663,"['chicken_NN', 'chicken_NNS']",-8.894601256,10.34540525,45,5804,"['chicken_NN', 'chicken_NNP']",-7.010978708,10.03846179
70,characteristic_JJ,10,4817,['characteristic_JJ'],-8.911991114,10.83083207,11,4817,['characteristic_JJ'],-8.77448759,12.07088327
71,warm_JJ,28,13861,['warm_JJ'],-8.951388802,9.345405247,25,13861,['warm_JJ'],-9.114887534,10.8864587
72,terrible_JJ,14,7271,['terrible_JJ'],-9.020583157999999,10.34540525,13,7271,['terrible_JJ'],-9.127498362,11.82987517
73,consciousness_NN,16,9343,"['consciousness_NN', 'consciousness_NNS']",-9.189670153,10.15276017,20,9299,['consciousness_NN'],-8.860931769,11.20838679
74,wonderful_JJ,30,17574,['wonderful_JJ'],-9.194264383,9.245869573,39,17574,['wonderful_JJ'],-8.81575276,10.24491267
75,hot_JJ,37,22790,['hot_JJ'],-9.266659939,8.943306802999999,46,22790,['hot_JJ'],-8.952551348,10.00675293
76,wine_NN,22,13722,"['wine_NN', 'wine_NNS']",-9.284771532,9.69332855,525,14439,"['wine_NN', 'wine_NNS', 'wine_NNP']",-4.781509596,6.494141272999999
77,mix_VB,11,7510,"['mix_VBN', 'mix_VBG', 'mix_VBP', 'mix_VBZ']",-9.415165574,10.69332855,13,8123,"['mix_VBN', 'mix_VB', 'mix_VBP', 'mix_VBG']",-9.287357211,11.82987517
78,mouth_NN,18,13406,"['mouth_NN', 'mouth_NNS']",-9.540666217,9.982835167000001,190,13406,"['mouth_NN', 'mouth_NNS']",-6.14073561,7.960459277000001
79,tea_NN,9,6769,['tea_NN'],-9.554802,10.98283517,63,8357,"['tea_NNS', 'tea_NN', 'tea_NNP']",-7.051489497,9.553034962
80,mild_JJ,8,6236,"['mild_JJR', 'mild_JJ']",-9.606405213,11.15276017,39,6320,"['mild_JJS', 'mild_JJ', 'mild_JJR']",-7.340306624,10.24491267
81,smoke_VB,9,7256,"['smoke_VBP', 'smoke_VB', 'smoke_VBG', 'smoke_VBN', 'smoke_VBD']",-9.655033739,10.98283517,12,7638,"['smoke_VBD', 'smoke_VBN', 'smoke_VBG', 'smoke_VBZ', 'smoke_VBP', 'smoke_VB']",-9.314016704,11.94535238
82,dress_VB,9,7898,"['dress_VBG', 'dress_VBN', 'dress_VB', 'dress_VBP']",-9.777346651,10.98283517,21,7926,"['dress_VBG', 'dress_VB', 'dress_VBN', 'dress_VBD']",-8.560059829,11.13799746
83,impression_NN,11,10339,"['impression_NNS', 'impression_NN']",-9.876377414,10.69332855,25,10337,"['impression_NN', 'impression_NNS']",-8.691673737999999,10.8864587
84,color_NN,54,51186,"['color_NN', 'color_NNS']",-9.888574147,8.397872667,106,52746,"['color_NN', 'color_NNS', 'color_NNP']",-8.958853616,8.802394431
85,distinct_JJ,13,12806,['distinct_JJ'],-9.944092576000001,10.45232045,22,12806,['distinct_JJ'],-9.185100676,11.07088327
86,milk_NN,14,13994,['milk_NN'],-9.965165854,10.34540525,43,13994,['milk_NN'],-8.346256022,10.10405013
87,slightly_RB,17,18185,['slightly_RB'],-10.06299846,10.06529733,47,18185,['slightly_RB'],-8.595872454,9.975726034
88,unusual_JJ,12,13034,['unusual_JJ'],-10.08502978,10.56779767,28,13034,['unusual_JJ'],-8.862637357999999,10.72295996
89,stuff_NN,15,16556,['stuff_NN'],-10.10817594,10.24586957,33,16556,['stuff_NN'],-8.970672414,10.48592077
90,pretty_RB,20,23796,['pretty_RB'],-10.21650337,9.830832074,48,23796,['pretty_RB'],-8.953468962,9.945352385
